"YEAR","MONTH","DATE","RAINFALL.ON.DAY"
1901,"Mar",11,0
1901,"Mar",12,0
1901,"Mar",13,0
1901,"Mar",14,0
1901,"Mar",15,0
1901,"Mar",16,0
1901,"Mar",17,0
1901,"Mar",18,0
1901,"Mar",19,0
1901,"Mar",20,0.00315789473684211
1901,"Mar",21,0.703859649157895
1901,"Mar",22,0.102807017526316
1901,"Mar",23,0.136491228052632
1901,"Mar",24,0.283333333315789
1901,"Mar",25,0.00701754384210526
1901,"Mar",26,0
1901,"Mar",27,0.00263157894736842
1901,"Mar",28,0.00701754384210526
1901,"Mar",29,0.135964912263158
1901,"Mar",30,0.0403508772105263
1901,"Mar",31,0
1901,"Apr",1,0.0622807017368421
1901,"Apr",2,0.452982456157895
1901,"Apr",3,1.679415207
1901,"Apr",4,0.381315789473684
1901,"Apr",5,0.0321052631578947
1901,"Apr",6,0.251052631578947
1901,"Apr",7,0.399122807
1901,"Apr",8,0
1901,"Apr",9,0.00877192984210526
1901,"Apr",10,0
1901,"Apr",11,0.114473684210526
1901,"Apr",12,0.0829824561578947
1901,"Apr",13,0.0328947368421053
1901,"Apr",14,0.254385964894737
1901,"Apr",15,0.0175438596315789
1901,"Apr",16,0
1901,"Apr",17,0.504473684210526
1901,"Apr",18,2.05847953331579
1901,"Apr",19,5.53926900542105
1901,"Apr",20,0.310526315789474
1901,"Apr",21,15.7011988073684
1901,"Apr",22,9.81593543857895
1901,"Apr",23,5.61713450878947
1901,"Apr",24,0.500701754368421
1901,"Apr",25,0.900000000157895
1901,"Apr",26,4.44763157878947
1901,"Apr",27,0.121403508789474
1901,"Apr",28,0
1901,"Apr",29,0.125438596473684
1901,"Apr",30,1.04956140352632
1901,"May",1,1.59473684210526
1901,"May",2,0.400526315789474
1901,"May",3,4.30359649142105
1901,"May",4,4.20754385978947
1901,"May",5,3.14526315789474
1901,"May",6,3.95000000178947
1901,"May",7,3.50815789652632
1901,"May",8,1.06008771926316
1901,"May",9,1.16964912278947
1901,"May",10,0.419824561421053
1901,"May",11,1.00807017542105
1901,"May",12,3.82067249105263
1901,"May",13,10.9602631580526
1901,"May",14,2.02078947368421
1901,"May",15,9.77921070173684
1901,"May",16,8.19868421036842
1901,"May",17,4.40061403526316
1901,"May",18,5.04350877194737
1901,"May",19,13.888216351
1901,"May",20,2.82824561405263
1901,"May",21,6.57254403505263
1901,"May",22,5.67327484226316
1901,"May",23,3.477426877
1901,"May",24,1.50684210526316
1901,"May",25,1.35526315789474
1901,"May",26,2.08035087721053
1901,"May",27,0.845614035105263
1901,"May",28,1.916549707
1901,"May",29,8.58666684210526
1901,"May",30,12.7113158075789
1901,"May",31,11.560906316
1901,"Jun",1,12.43157893
1901,"Jun",2,3.45877191231579
1901,"Jun",3,9.94619882473684
1901,"Jun",4,6.58213450857895
1901,"Jun",5,7.83640349105263
1901,"Jun",6,1.57140350878947
1901,"Jun",7,1.81421052615789
1901,"Jun",8,3.36476610526316
1901,"Jun",9,3.08228070194737
1901,"Jun",10,3.48789473684211
1901,"Jun",11,4.37713449121053
1901,"Jun",12,4.39596491247368
1901,"Jun",13,20.0153507021053
1901,"Jun",14,6.52698824526316
1901,"Jun",15,3.33663742457895
1901,"Jun",16,5.59710526321053
1901,"Jun",17,8.12336257315789
1901,"Jun",18,9.91459064894737
1901,"Jun",19,30.822017544
1901,"Jun",20,9.96701754384211
1901,"Jun",21,15.2270175438421
1901,"Jun",22,9.19421052631579
1901,"Jun",23,1.89678368421053
1901,"Jun",24,8.38131596473684
1901,"Jun",25,11.1141520698421
1901,"Jun",26,21.1610821045789
1901,"Jun",27,26.4842103514211
1901,"Jun",28,12.2597952982105
1901,"Jun",29,4.42195907036842
1901,"Jun",30,7.04947350873684
1901,"Jul",1,6.70885964894737
1901,"Jul",2,3.28005847721053
1901,"Jul",3,4.87160817542105
1901,"Jul",4,6.17222221052632
1901,"Jul",5,6.88578947368421
1901,"Jul",6,17.08169614
1901,"Jul",7,14.5778949123158
1901,"Jul",8,14.2244444382105
1901,"Jul",9,8.37856724563158
1901,"Jul",10,11.898128596
1901,"Jul",11,12.4258477194737
1901,"Jul",12,37.1157601751053
1901,"Jul",13,21.7143859821053
1901,"Jul",14,25.9292689472105
1901,"Jul",15,10.6856140353158
1901,"Jul",16,9.65432771910526
1901,"Jul",17,2.58830408763158
1901,"Jul",18,3.89195906315789
1901,"Jul",19,11.7698537892632
1901,"Jul",20,17.8787134503684
1901,"Jul",21,14.1427192806842
1901,"Jul",22,18.0327775436842
1901,"Jul",23,5.87368421247368
1901,"Jul",24,8.43973682457895
1901,"Jul",25,3.87438596510526
1901,"Jul",26,5.49856724578947
1901,"Jul",27,7.10459064910526
1901,"Jul",28,4.80052631594737
1901,"Jul",29,5.88181287721053
1901,"Jul",30,6.55216371910526
1901,"Jul",31,3.44578949126316
1901,"Aug",1,14.5569882808421
1901,"Aug",2,8.17868438631579
1901,"Aug",3,5.19128654736842
1901,"Aug",4,4.81883040368421
1901,"Aug",5,7.22956140526316
1901,"Aug",6,7.25470760173684
1901,"Aug",7,11.7715789650526
1901,"Aug",8,14.5699707724737
1901,"Aug",9,30.2628362455789
1901,"Aug",10,11.5200875437895
1901,"Aug",11,16.3151170175263
1901,"Aug",12,21.2986257540526
1901,"Aug",13,12.9519884212105
1901,"Aug",14,7.87622805278947
1901,"Aug",15,3.48742687731579
1901,"Aug",16,0.688801170157895
1901,"Aug",17,6.05839181031579
1901,"Aug",18,7.03216373652632
1901,"Aug",19,3.89403508763158
1901,"Aug",20,4.94494152089474
1901,"Aug",21,7.30982456147368
1901,"Aug",22,8.20204678931579
1901,"Aug",23,13.6404094736842
1901,"Aug",24,31.5656140347368
1901,"Aug",25,10.7138598242105
1901,"Aug",26,5.17359649142105
1901,"Aug",27,4.75345031563158
1901,"Aug",28,18.0459356666842
1901,"Aug",29,15.1190936840526
1901,"Aug",30,12.2221050877368
1901,"Aug",31,7.35002926315789
1901,"Sep",1,4.44564328073684
1901,"Sep",2,4.74991228068421
1901,"Sep",3,7.78520491226316
1901,"Sep",4,17.9231287719474
1901,"Sep",5,33.3753799994737
1901,"Sep",6,72.7785966631579
1901,"Sep",7,43.0288014031579
1901,"Sep",8,9.90207614052632
1901,"Sep",9,1.87517543684211
1901,"Sep",10,2.62684210526316
1901,"Sep",11,2.57678364910526
1901,"Sep",12,7.15374268947368
1901,"Sep",13,2.73991228052632
1901,"Sep",14,2.41447368405263
1901,"Sep",15,3.07520466668421
1901,"Sep",16,0.587368421052632
1901,"Sep",17,0.112719298052632
1901,"Sep",18,0.147368421052632
1901,"Sep",19,0.278596491210526
1901,"Sep",20,3.42900584910526
1901,"Sep",21,8.34459064894737
1901,"Sep",22,16.4053508766316
1901,"Sep",23,16.3711988248947
1901,"Sep",24,16.7297077194737
1901,"Sep",25,3.68081871405263
1901,"Sep",26,3.80728070194737
1901,"Sep",27,5.04198829821053
1901,"Sep",28,2.38991228068421
1901,"Sep",29,0.438216368421053
1901,"Sep",30,4.54795321384211
1901,"Oct",1,2.30467836284211
1901,"Oct",2,1.28771929826316
1901,"Oct",3,2.88614035068421
1901,"Oct",4,6.31274856121053
1901,"Oct",5,4.99754385947368
1901,"Oct",6,3.49657894736842
1901,"Oct",7,3.43494175442105
1901,"Oct",8,0.267982456105263
1901,"Oct",9,0.634210526315789
1901,"Oct",10,1.53087719315789
1901,"Oct",11,0.756783614
1901,"Oct",12,1.41991228068421
1901,"Oct",13,1.024122807
1901,"Oct",14,0.166666666684211
1901,"Oct",15,7.30614033368421
1901,"Oct",16,5.61760228089474
1901,"Oct",17,0.891578947368421
1901,"Oct",18,0.611403508789474
1901,"Oct",19,0.572631578894737
1901,"Oct",20,0.0960526315789474
1901,"Oct",21,0
1901,"Oct",22,0
1901,"Oct",23,0.187368421052632
1901,"Oct",24,0
1901,"Oct",25,0.0114035087894737
1901,"Oct",26,0.517894736842105
1901,"Oct",27,0
1901,"Oct",28,0
1901,"Oct",29,0.00526315789473684
1901,"Oct",30,0.049122807
1901,"Oct",31,1.06473684210526
1901,"Nov",1,0.189736842105263
1901,"Nov",2,0
1901,"Nov",3,0.298947368421053
1901,"Nov",4,0.149473684210526
1901,"Nov",5,0
1901,"Nov",6,0
1901,"Nov",7,0
1901,"Nov",8,0
1901,"Nov",9,0
1901,"Nov",10,0
1901,"Nov",11,0
1901,"Nov",12,0
1901,"Nov",13,0
1901,"Nov",14,0.00526315789473684
1901,"Nov",15,1.09035087715789
1901,"Nov",16,3.92052631578947
1901,"Nov",17,2.09710526315789
1901,"Nov",18,0.0631578947368421
1901,"Nov",19,0
1901,"Nov",20,0
1901,"Nov",21,0
1901,"Nov",22,0.0157894736842105
1901,"Nov",23,0
1901,"Nov",24,6.20576000015789
1901,"Nov",25,5.38090643857895
1901,"Nov",26,12.7640350877368
1901,"Nov",27,27.9365494736842
1901,"Nov",28,0.110614035105263
1901,"Nov",29,0
1901,"Nov",30,0
1901,"Dec",1,0
1901,"Dec",2,0
1901,"Dec",3,0.0736842105263158
1901,"Dec",4,0
1901,"Dec",5,0
1901,"Dec",6,0
1901,"Dec",7,0
1901,"Dec",8,0
1901,"Dec",9,0
1901,"Dec",10,0
1901,"Dec",11,0
1901,"Dec",12,0
1901,"Dec",13,0.0642105263157895
1901,"Dec",14,0.686140350894737
1901,"Dec",15,0
1901,"Dec",16,0
1901,"Dec",17,0
1901,"Dec",18,0
1901,"Dec",19,0
1901,"Dec",20,0
1901,"Dec",21,0
1901,"Dec",22,0
1901,"Dec",23,0
1901,"Dec",24,0
1901,"Dec",25,0.0452631578947368
1901,"Dec",26,0
1901,"Dec",27,0
1901,"Dec",28,0
1901,"Dec",29,0
1901,"Dec",30,0
1901,"Dec",31,0
1902,"Jan",1,0
1902,"Jan",2,0
1902,"Jan",3,0
1902,"Jan",4,0
1902,"Jan",5,0
1902,"Jan",6,0
1902,"Jan",7,0
1902,"Jan",8,0
1902,"Jan",9,0
1902,"Jan",10,0
1902,"Jan",11,0
1902,"Jan",12,0
1902,"Jan",13,0
1902,"Jan",14,0
1902,"Jan",15,0
1902,"Jan",16,0
1902,"Jan",17,0
1902,"Jan",18,0
1902,"Jan",19,0
1902,"Jan",20,0
1902,"Jan",21,0
1902,"Jan",22,0
1902,"Jan",23,0
1902,"Jan",24,0.235964912263158
1902,"Jan",25,0.0478947368421053
1902,"Jan",26,0.153508771947368
1902,"Jan",27,0
1902,"Jan",28,0
1902,"Jan",29,0.0114035087894737
1902,"Jan",30,0
1902,"Jan",31,0
1902,"Feb",1,0
1902,"Feb",2,0
1902,"Feb",3,0
1902,"Feb",4,0
1902,"Feb",5,0
1902,"Feb",6,0.00263157894736842
1902,"Feb",7,0
1902,"Feb",8,0
1902,"Feb",9,0
1902,"Feb",10,0
1902,"Feb",11,0
1902,"Feb",12,0
1902,"Feb",13,0
1902,"Feb",14,0
1902,"Feb",15,0
1902,"Feb",16,0
1902,"Feb",17,0.050877193
1902,"Feb",18,0
1902,"Feb",19,0
1902,"Feb",20,0.0201754385789474
1902,"Feb",21,0.164561403526316
1902,"Feb",22,0.603421052578947
1902,"Feb",23,0.127631578947368
1902,"Feb",24,0
1902,"Feb",25,0
1902,"Feb",26,0
1902,"Feb",27,0
1902,"Feb",28,0
1902,"Mar",1,0
1902,"Mar",2,0
1902,"Mar",3,0
1902,"Mar",4,0
1902,"Mar",5,0
1902,"Mar",6,0
1902,"Mar",7,0
1902,"Mar",8,0
1902,"Mar",9,0.0131578947368421
1902,"Mar",10,0
1902,"Mar",11,0
1902,"Mar",12,0.987105263
1902,"Mar",13,18.9719003510526
1902,"Mar",14,1.34763157894737
1902,"Mar",15,2.87868421036842
1902,"Mar",16,0.301461987736842
1902,"Mar",17,0.0903508772105263
1902,"Mar",18,0.979941522789474
1902,"Mar",19,0.416315789473684
1902,"Mar",20,6.06666666789474
1902,"Mar",21,7.47564329842105
1902,"Mar",22,9.16146210542105
1902,"Mar",23,6.37380117542105
1902,"Mar",24,0.152280701736842
1902,"Mar",25,0.766140350894737
1902,"Mar",26,0.00467836263157895
1902,"Mar",27,0
1902,"Mar",28,0
1902,"Mar",29,0
1902,"Mar",30,0
1902,"Mar",31,0
1902,"Apr",1,0.00315789473684211
1902,"Apr",2,0.985263157894737
1902,"Apr",3,6.52769007
1902,"Apr",4,0
1902,"Apr",5,4.264561421
1902,"Apr",6,0
1902,"Apr",7,0.0789473684210526
1902,"Apr",8,0.614385947368421
1902,"Apr",9,4.77233915773684
1902,"Apr",10,0.921228070157895
1902,"Apr",11,13.3092105264737
1902,"Apr",12,0.518771929842105
1902,"Apr",13,1.33204677194737
1902,"Apr",14,7.71701752663158
1902,"Apr",15,1.76423977189474
1902,"Apr",16,5.04605263336842
1902,"Apr",17,2.91157894736842
1902,"Apr",18,8.85318712263158
1902,"Apr",19,7.29204677178947
1902,"Apr",20,5.20508771947368
1902,"Apr",21,4.25116957878947
1902,"Apr",22,13.6891228066316
1902,"Apr",23,1.29207603510526
1902,"Apr",24,9.24970759647368
1902,"Apr",25,0.807280701789474
1902,"Apr",26,3.14976608068421
1902,"Apr",27,0.971520473684211
1902,"Apr",28,0.373450291210526
1902,"Apr",29,2.98804087736842
1902,"Apr",30,0.735555561368421
1902,"May",1,0.785263157894737
1902,"May",2,6.22888894736842
1902,"May",3,19.8611403510526
1902,"May",4,8.08675438631579
1902,"May",5,0.0872807017368421
1902,"May",6,0.250263157894737
1902,"May",7,0.00701754384210526
1902,"May",8,0.912807017526316
1902,"May",9,19.7654092975263
1902,"May",10,7.39570157894737
1902,"May",11,9.53923975452632
1902,"May",12,12.1401754384211
1902,"May",13,15.9873391789474
1902,"May",14,8.45929824547368
1902,"May",15,3.63330409121053
1902,"May",16,7.28926899968421
1902,"May",17,1.29842105263158
1902,"May",18,1.14684210526316
1902,"May",19,2.12017543842105
1902,"May",20,6.09704701736842
1902,"May",21,5.03239768421053
1902,"May",22,9.77254384226316
1902,"May",23,22.5673392978947
1902,"May",24,0.500526315789474
1902,"May",25,3.79847947368421
1902,"May",26,15.5080409296316
1902,"May",27,1.30464912284211
1902,"May",28,4.12023392978947
1902,"May",29,2.32415210489474
1902,"May",30,0.870087719473684
1902,"May",31,1.87637421052632
1902,"Jun",1,4.01578929789474
1902,"Jun",2,8.15739754405263
1902,"Jun",3,2.83628652631579
1902,"Jun",4,17.1392982280526
1902,"Jun",5,9.28570175457895
1902,"Jun",6,4.48263157889474
1902,"Jun",7,3.55725147384211
1902,"Jun",8,1.86195907015789
1902,"Jun",9,3.92897659610526
1902,"Jun",10,6.36239764910526
1902,"Jun",11,13.7685087719474
1902,"Jun",12,13.3124270180526
1902,"Jun",13,11.395263333
1902,"Jun",14,3.73456140368421
1902,"Jun",15,7.8206725261579
1902,"Jun",16,14.6665498249474
1902,"Jun",17,8.05763159647368
1902,"Jun",18,11.3469883014211
1902,"Jun",19,15.9798830173684
1902,"Jun",20,17.6744444422632
1902,"Jun",21,2.55532161405263
1902,"Jun",22,7.585292386
1902,"Jun",23,2.17184210531579
1902,"Jun",24,3.28111112278947
1902,"Jun",25,2.28002926315789
1902,"Jun",26,5.12804094736842
1902,"Jun",27,8.29333333315789
1902,"Jun",28,10.5636549705263
1902,"Jun",29,10.1106140527895
1902,"Jun",30,18.8084210352632
1902,"Jul",1,2.27169590668421
1902,"Jul",2,1.70532164915789
1902,"Jul",3,11.7955263158947
1902,"Jul",4,26.4209064191053
1902,"Jul",5,23.9747954382632
1902,"Jul",6,17.0639475438421
1902,"Jul",7,12.7730994382632
1902,"Jul",8,14.2535380001579
1902,"Jul",9,8.83061405263158
1902,"Jul",10,19.9102339157895
1902,"Jul",11,10.5665497017368
1902,"Jul",12,31.2008187742105
1902,"Jul",13,6.00836257384211
1902,"Jul",14,6.08394736847368
1902,"Jul",15,6.26991228052632
1902,"Jul",16,15.5143859473684
1902,"Jul",17,11.6570470173684
1902,"Jul",18,14.0281287718947
1902,"Jul",19,12.2988301754737
1902,"Jul",20,12.8657017540526
1902,"Jul",21,14.4809064385789
1902,"Jul",22,16.208274737
1902,"Jul",23,22.6756433336842
1902,"Jul",24,16.4491812278947
1902,"Jul",25,11.8010233857895
1902,"Jul",26,11.2954680702105
1902,"Jul",27,17.2525145964737
1902,"Jul",28,15.5472222278947
1902,"Jul",29,6.72327484210526
1902,"Jul",30,28.2356140352632
1902,"Jul",31,15.0601756138421
1902,"Aug",1,9.86055578963158
1902,"Aug",2,9.67342087705263
1902,"Aug",3,16.4795614212105
1902,"Aug",4,17.4972514733158
1902,"Aug",5,7.26491229826316
1902,"Aug",6,4.48631580736842
1902,"Aug",7,3.49447368415789
1902,"Aug",8,9.46809941547368
1902,"Aug",9,10.7929822806842
1902,"Aug",10,27.0578949121053
1902,"Aug",11,64.53157895
1902,"Aug",12,22.304269
1902,"Aug",13,5.02897663157895
1902,"Aug",14,9.76245614194737
1902,"Aug",15,9.10324561405263
1902,"Aug",16,8.75011696489474
1902,"Aug",17,13.1564035266842
1902,"Aug",18,4.172397663
1902,"Aug",19,13.2281287721053
1902,"Aug",20,10.6761695794737
1902,"Aug",21,8.06997075436842
1902,"Aug",22,1.74406432773684
1902,"Aug",23,0.972397659684211
1902,"Aug",24,23.5225729827895
1902,"Aug",25,12.8445613857895
1902,"Aug",26,23.5178654733158
1902,"Aug",27,5.861608186
1902,"Aug",28,3.23336256142105
1902,"Aug",29,0.643684210526316
1902,"Aug",30,2.90403508773684
1902,"Aug",31,7.86690057931579
1902,"Sep",1,8.63029245594737
1902,"Sep",2,11.8031578944211
1902,"Sep",3,4.72388891231579
1902,"Sep",4,5.71061385947368
1902,"Sep",5,8.72698842089474
1902,"Sep",6,9.76365496489474
1902,"Sep",7,13.9361108768421
1902,"Sep",8,16.4965205259474
1902,"Sep",9,32.2587426314211
1902,"Sep",10,35.2028364926316
1902,"Sep",11,14.4923099296316
1902,"Sep",12,6.76324563163158
1902,"Sep",13,17.0164035085789
1902,"Sep",14,5.08078947384211
1902,"Sep",15,24.2479239648947
1902,"Sep",16,17.3005554389474
1902,"Sep",17,4.09055578947368
1902,"Sep",18,3.92523403526316
1902,"Sep",19,8.3
1902,"Sep",20,10.9035087717368
1902,"Sep",21,13.6389473685789
1902,"Sep",22,12.3269298226316
1902,"Sep",23,2.76581871947368
1902,"Sep",24,3.93877194736842
1902,"Sep",25,31.1079533336842
1902,"Sep",26,30.8222224565263
1902,"Sep",27,30.5557894545263
1902,"Sep",28,1.82885963157895
1902,"Sep",29,0.752573099631579
1902,"Sep",30,0.185087719315789
1902,"Oct",1,0.490350877210526
1902,"Oct",2,0.959298245631579
1902,"Oct",3,14.5780994742105
1902,"Oct",4,2.11660818721053
1902,"Oct",5,3.17453216510526
1902,"Oct",6,1.92125733352632
1902,"Oct",7,1.06535087721053
1902,"Oct",8,3.19210526315789
1902,"Oct",9,1.83081871578947
1902,"Oct",10,1.90736840352632
1902,"Oct",11,0.550350877210526
1902,"Oct",12,1.34222222242105
1902,"Oct",13,0.691052631578947
1902,"Oct",14,0.220350877210526
1902,"Oct",15,0.519590649105263
1902,"Oct",16,1.39766081752632
1902,"Oct",17,0.0826315789473684
1902,"Oct",18,0.550877175421053
1902,"Oct",19,2.10529238594737
1902,"Oct",20,2.24634502805263
1902,"Oct",21,0.466842105263158
1902,"Oct",22,0.0131578947368421
1902,"Oct",23,0.897953193
1902,"Oct",24,0.987719298421053
1902,"Oct",25,0.367719298263158
1902,"Oct",26,1.82543859652632
1902,"Oct",27,2.79684210526316
1902,"Oct",28,0
1902,"Oct",29,0
1902,"Oct",30,0
1902,"Oct",31,0
1902,"Nov",1,0.0160818715789474
1902,"Nov",2,0.0830409333684211
1902,"Nov",3,1.27371343857895
1902,"Nov",4,2.84625729826316
1902,"Nov",5,3.02324561405263
1902,"Nov",6,0.164035087736842
1902,"Nov",7,0.271228070157895
1902,"Nov",8,0.0535087719473684
1902,"Nov",9,0
1902,"Nov",10,0
1902,"Nov",11,0
1902,"Nov",12,0
1902,"Nov",13,0.0536842105263158
1902,"Nov",14,0
1902,"Nov",15,0.222105263157895
1902,"Nov",16,0.400526315789474
1902,"Nov",17,0.0128070175263158
1902,"Nov",18,0
1902,"Nov",19,0
1902,"Nov",20,0
1902,"Nov",21,0.0189473684210526
1902,"Nov",22,0
1902,"Nov",23,0
1902,"Nov",24,0
1902,"Nov",25,0
1902,"Nov",26,0
1902,"Nov",27,0
1902,"Nov",28,0
1902,"Nov",29,0
1902,"Nov",30,0
1902,"Dec",1,0
1902,"Dec",2,0
1902,"Dec",3,0
1902,"Dec",4,0
1902,"Dec",5,0
1902,"Dec",6,0
1902,"Dec",7,0
1902,"Dec",8,0
1902,"Dec",9,0
1902,"Dec",10,0
1902,"Dec",11,0
1902,"Dec",12,0
1902,"Dec",13,0
1902,"Dec",14,0
1902,"Dec",15,0
1902,"Dec",16,0
1902,"Dec",17,0
1902,"Dec",18,0
1902,"Dec",19,0
1902,"Dec",20,0
1902,"Dec",21,1.02763157894737
1902,"Dec",22,5.19877193
1902,"Dec",23,0.414298245578947
1902,"Dec",24,0
1902,"Dec",25,0
1902,"Dec",26,0
1902,"Dec",27,0
1902,"Dec",28,0
1902,"Dec",29,0
1902,"Dec",30,0
1902,"Dec",31,0
1903,"Jan",1,0
1903,"Jan",2,0
1903,"Jan",3,0
1903,"Jan",4,0
1903,"Jan",5,0
1903,"Jan",6,0
1903,"Jan",7,0
1903,"Jan",8,0
1903,"Jan",9,0
1903,"Jan",10,0
1903,"Jan",11,0
1903,"Jan",12,0.0130994152631579
1903,"Jan",13,0.248245614052632
1903,"Jan",14,3.49605263157895
1903,"Jan",15,0.00526315789473684
1903,"Jan",16,0.0171052631578947
1903,"Jan",17,0.12
1903,"Jan",18,1.94535087721053
1903,"Jan",19,1.08008771931579
1903,"Jan",20,0.567543859631579
1903,"Jan",21,0
1903,"Jan",22,0
1903,"Jan",23,0
1903,"Jan",24,0
1903,"Jan",25,0.0157894736842105
1903,"Jan",26,0.672631578947368
1903,"Jan",27,0.863947368421053
1903,"Jan",28,1.58347950878947
1903,"Jan",29,0.00526315789473684
1903,"Jan",30,0
1903,"Jan",31,1.76447368442105
1903,"Feb",1,0.00263157894736842
1903,"Feb",2,0.0315789473684211
1903,"Feb",3,0
1903,"Feb",4,0
1903,"Feb",5,0
1903,"Feb",6,0
1903,"Feb",7,0
1903,"Feb",8,0
1903,"Feb",9,0
1903,"Feb",10,0
1903,"Feb",11,0
1903,"Feb",12,0
1903,"Feb",13,0.0324561403684211
1903,"Feb",14,0.774298245631579
1903,"Feb",15,5.26576023315789
1903,"Feb",16,0.533245614052632
1903,"Feb",17,0.933947350842105
1903,"Feb",18,3.80748536842105
1903,"Feb",19,0.411111108736842
1903,"Feb",20,0.914152049157895
1903,"Feb",21,0.360087719315789
1903,"Feb",22,0
1903,"Feb",23,4.60330407036842
1903,"Feb",24,1.33157894736842
1903,"Feb",25,0
1903,"Feb",26,0.00526315789473684
1903,"Feb",27,0
1903,"Feb",28,0
1903,"Mar",1,0
1903,"Mar",2,0.0263157894736842
1903,"Mar",3,0.196315789473684
1903,"Mar",4,1.28371343852632
1903,"Mar",5,0
1903,"Mar",6,0.631929824578947
1903,"Mar",7,4.17061405263158
1903,"Mar",8,0.680731
1903,"Mar",9,3.96011696142105
1903,"Mar",10,0
1903,"Mar",11,0
1903,"Mar",12,0.0622807017368421
1903,"Mar",13,5.226666667
1903,"Mar",14,0
1903,"Mar",15,0
1903,"Mar",16,0
1903,"Mar",17,0
1903,"Mar",18,0
1903,"Mar",19,0
1903,"Mar",20,0.459122807
1903,"Mar",21,1.71116959647368
1903,"Mar",22,2.85701754384211
1903,"Mar",23,0.714473684210526
1903,"Mar",24,6.43350877178947
1903,"Mar",25,0.36754385968421
1903,"Mar",26,0
1903,"Mar",27,0.766286526315789
1903,"Mar",28,0.344210526315789
1903,"Mar",29,0
1903,"Mar",30,0
1903,"Mar",31,0
1903,"Apr",1,0
1903,"Apr",2,0
1903,"Apr",3,0
1903,"Apr",4,0.693859647368421
1903,"Apr",5,0.0301169591052632
1903,"Apr",6,0.523011696473684
1903,"Apr",7,0.330847952631579
1903,"Apr",8,1.70403508757895
1903,"Apr",9,12.5016666487895
1903,"Apr",10,2.36742666668421
1903,"Apr",11,2.71491226315789
1903,"Apr",12,0
1903,"Apr",13,0
1903,"Apr",14,0
1903,"Apr",15,0
1903,"Apr",16,0.136140350894737
1903,"Apr",17,0.00263157894736842
1903,"Apr",18,0.00263157894736842
1903,"Apr",19,0
1903,"Apr",20,0.0610526315789474
1903,"Apr",21,3.27286549863158
1903,"Apr",22,0.725614035263158
1903,"Apr",23,0
1903,"Apr",24,0.0315789473684211
1903,"Apr",25,0.00263157894736842
1903,"Apr",26,0.0394736842105263
1903,"Apr",27,0
1903,"Apr",28,0.426491228052632
1903,"Apr",29,0
1903,"Apr",30,0.00701754384210526
1903,"May",1,0.00877192984210526
1903,"May",2,0
1903,"May",3,0
1903,"May",4,0.163157894736842
1903,"May",5,0.560877193
1903,"May",6,0.601052631578947
1903,"May",7,1.35824561405263
1903,"May",8,2.24684210505263
1903,"May",9,5.72763157910526
1903,"May",10,2.73482454368421
1903,"May",11,1.72739766105263
1903,"May",12,3.25847954384211
1903,"May",13,0.837105263157895
1903,"May",14,1.13874268947368
1903,"May",15,3.95114035052632
1903,"May",16,3.54330410510526
1903,"May",17,0.253070175421053
1903,"May",18,2.52859649121053
1903,"May",19,2.46646198773684
1903,"May",20,2.32368421052632
